month,product_id,product_name,category,units_sold,revenue,average_price,average_discount,returns,return_rate
2025-03,162,Reduced context-sensitive throughput,Home & Kitchen,26.0,7606.82,292.57,,0.0,0.0
2025-04,162,Reduced context-sensitive throughput,Home & Kitchen,21.0,6056.19,290.13,0.1,0.0,0.0
2025-05,162,Reduced context-sensitive throughput,Home & Kitchen,26.0,7606.82,292.57,,0.0,0.0
2025-06,162,Reduced context-sensitive throughput,Home & Kitchen,31.0,9069.67,292.57,,0.0,0.0
2025-07,162,Reduced context-sensitive throughput,Home & Kitchen,16.0,4681.12,292.57,,1.0,0.0625
2025-08,162,Reduced context-sensitive throughput,Home & Kitchen,16.0,4681.12,292.57,,2.0,0.125
2025-09,162,Reduced context-sensitive throughput,Home & Kitchen,26.0,7519.04,289.32,0.1,1.0,0.0385
2025-10,162,Reduced context-sensitive throughput,Home & Kitchen,34.0,9830.35,287.25,0.1333,0.0,0.0
2025-11,162,Reduced context-sensitive throughput,Home & Kitchen,25.0,7255.73,290.48,0.1,0.0,0.0
2025-12,162,Reduced context-sensitive throughput,Home & Kitchen,35.0,9976.63,284.94,0.12,0.0,0.0
2026-01,162,Reduced context-sensitive throughput,Home & Kitchen,22.0,6319.5,287.41,0.1,0.0,0.0
2026-02,162,Reduced context-sensitive throughput,Home & Kitchen,35.0,10064.4,286.47,0.125,0.0,0.0
2026-03,162,Reduced context-sensitive throughput,Home & Kitchen,39.0,11410.23,292.57,,2.0,0.0513
2026-04,162,Reduced context-sensitive throughput,Home & Kitchen,52.0,14891.82,287.15,0.1667,1.0,0.0192
2026-05,162,Reduced context-sensitive throughput,Home & Kitchen,25.0,7197.21,288.91,0.1,2.0,0.08
2026-06,162,Reduced context-sensitive throughput,Home & Kitchen,30.0,8630.81,287.25,0.1333,0.0,0.0
2026-07,162,Reduced context-sensitive throughput,Home & Kitchen,3.0,877.71,292.57,,0.0,0.0
2025-01,163,Customizable asynchronous intranet,Beauty,25.0,905.86,36.14,0.1001,0.0,0.0
2025-02,163,Customizable asynchronous intranet,Beauty,30.0,1080.48,36.17,0.1001,1.0,0.0333
2025-03,163,Customizable asynchronous intranet,Beauty,33.0,1164.14,35.52,0.1334,0.0,0.0
2025-04,163,Customizable asynchronous intranet,Beauty,23.0,822.18,35.74,0.1501,1.0,0.0435
2025-05,163,Customizable asynchronous intranet,Beauty,17.0,607.54,35.77,0.1001,0.0,0.0
2025-06,163,Customizable asynchronous intranet,Beauty,26.0,942.24,36.12,0.1001,0.0,0.0
2025-07,163,Customizable asynchronous intranet,Beauty,25.0,884.02,35.7,0.1501,0.0,0.0
2025-08,163,Customizable asynchronous intranet,Beauty,19.0,691.22,36.38,,0.0,0.0
2025-09,163,Customizable asynchronous intranet,Beauty,21.0,738.5,35.6,0.1501,0.0,0.0
2025-10,163,Customizable asynchronous intranet,Beauty,20.0,723.96,36.12,0.1001,0.0,0.0
2025-11,163,Customizable asynchronous intranet,Beauty,32.0,1164.16,36.38,,2.0,0.0625
2025-12,163,Customizable asynchronous intranet,Beauty,27.0,934.94,34.24,0.1429,0.0,0.0
2026-01,163,Customizable asynchronous intranet,Beauty,25.0,905.86,36.14,0.1001,0.0,0.0
2026-02,163,Customizable asynchronous intranet,Beauty,15.0,545.7,36.38,,0.0,0.0
2026-03,163,Customizable asynchronous intranet,Beauty,43.0,1502.46,35.39,0.1501,2.0,0.0465
2026-04,163,Customizable asynchronous intranet,Beauty,43.0,1546.14,36.0,0.1001,0.0,0.0
2026-05,163,Customizable asynchronous intranet,Beauty,42.0,1487.92,35.51,0.1668,0.0,0.0
2026-06,163,Customizable asynchronous intranet,Beauty,28.0,1000.44,35.74,0.1501,0.0,0.0
2026-07,163,Customizable asynchronous intranet,Beauty,4.0,145.52,36.38,,0.0,0.0
2025-01,164,Compatible maximized benchmark,Groceries,24.0,199.52,8.46,0.1502,0.0,0.0
2025-02,164,Compatible maximized benchmark,Groceries,27.0,237.33,8.79,,0.0,0.0
2025-03,164,Compatible maximized benchmark,Groceries,14.0,123.06,8.79,,0.0,0.0
2025-04,164,Compatible maximized benchmark,Groceries,25.0,217.99,8.74,0.1001,1.0,0.04
2025-05,164,Compatible maximized benchmark,Groceries,10.0,83.5,8.3,0.1669,1.0,0.1
2025-06,164,Compatible maximized benchmark,Groceries,23.0,200.41,8.72,0.1001,1.0,0.0435
2025-07,164,Compatible maximized benchmark,Groceries,22.0,188.98,8.56,0.1335,1.0,0.0455
2025-08,164,Compatible maximized benchmark,Groceries,45.0,391.15,8.68,0.1001,0.0,0.0
2025-09,164,Compatible maximized benchmark,Groceries,39.0,334.89,8.66,0.1001,1.0,0.0256
2025-10,164,Compatible maximized benchmark,Groceries,27.0,234.69,8.73,0.1001,0.0,0.0
2025-11,164,Compatible maximized benchmark,Groceries,33.0,282.15,8.57,0.1251,0.0,0.0
2025-12,164,Compatible maximized benchmark,Groceries,30.0,262.82,8.74,0.1001,1.0,0.0333
2026-01,164,Compatible maximized benchmark,Groceries,27.0,237.33,8.79,,0.0,0.0
2026-02,164,Compatible maximized benchmark,Groceries,32.0,276.0,8.63,0.1502,1.0,0.0312
2026-03,164,Compatible maximized benchmark,Groceries,42.0,366.54,8.72,0.1001,0.0,0.0
2026-04,164,Compatible maximized benchmark,Groceries,43.0,375.33,8.72,0.1001,0.0,0.0
2026-05,164,Compatible maximized benchmark,Groceries,46.0,394.66,8.61,0.1669,0.0,0.0
2026-06,164,Compatible maximized benchmark,Groceries,32.0,273.36,8.66,0.1502,1.0,0.0312
2026-07,164,Compatible maximized benchmark,Groceries,0.0,0.0,,,0.0,0.0
2025-01,165,Decentralized 3rdgeneration product,Beauty,22.0,1640.75,74.34,0.1,0.0,0.0
2025-02,165,Decentralized 3rdgeneration product,Beauty,25.0,1843.04,72.92,0.1999,1.0,0.04
2025-03,165,Decentralized 3rdgeneration product,Beauty,18.0,1311.11,72.42,0.125,1.0,0.0556
2025-04,165,Decentralized 3rdgeneration product,Beauty,29.0,2045.35,71.18,0.1333,0.0,0.0
2025-05,165,Decentralized 3rdgeneration product,Beauty,14.0,1048.88,74.92,,0.0,0.0
2025-06,165,Decentralized 3rdgeneration product,Beauty,28.0,2097.76,74.92,,1.0,0.0357
2025-07,165,Decentralized 3rdgeneration product,Beauty,30.0,2232.62,74.5,0.1,0.0,0.0
2025-08,165,Decentralized 3rdgeneration product,Beauty,28.0,2075.29,73.8,0.15,0.0,0.0
2025-09,165,Decentralized 3rdgeneration product,Beauty,31.0,2307.54,74.04,0.1999,1.0,0.0323
2025-10,165,Decentralized 3rdgeneration product,Beauty,43.0,3206.58,74.61,0.1,2.0,0.0465
2025-11,165,Decentralized 3rdgeneration product,Beauty,45.0,3318.97,73.42,0.1666,0.0,0.0
2025-12,165,Decentralized 3rdgeneration product,Beauty,33.0,2434.91,73.74,0.15,1.0,0.0303
2026-01,165,Decentralized 3rdgeneration product,Beauty,31.0,2255.11,73.52,0.15,1.0,0.0323
2026-02,165,Decentralized 3rdgeneration product,Beauty,45.0,3318.97,73.77,0.1,0.0,0.0
2026-03,165,Decentralized 3rdgeneration product,Beauty,38.0,2831.98,74.24,0.1999,1.0,0.0263
2026-04,165,Decentralized 3rdgeneration product,Beauty,40.0,2981.82,74.59,0.1,1.0,0.025
2026-05,165,Decentralized 3rdgeneration product,Beauty,30.0,2247.6,74.92,,0.0,0.0
2026-06,165,Decentralized 3rdgeneration product,Beauty,31.0,2285.07,73.6,0.15,0.0,0.0
2026-07,165,Decentralized 3rdgeneration product,Beauty,5.0,359.62,69.93,0.1999,0.0,0.0
2025-01,166,Function-based system-worthy projection,Beauty,3.0,150.11,50.04,0.2,0.0,0.0
2025-02,166,Function-based system-worthy projection,Beauty,9.0,482.49,53.61,,1.0,0.1111
2025-03,166,Function-based system-worthy projection,Beauty,28.0,1490.36,53.29,0.1,0.0,0.0
2025-04,166,Function-based system-worthy projection,Beauty,20.0,1061.48,52.84,0.1,0.0,0.0
2025-05,166,Function-based system-worthy projection,Beauty,27.0,1383.15,51.31,0.2,0.0,0.0
2025-06,166,Function-based system-worthy projection,Beauty,21.0,1056.13,51.26,0.14,0.0,0.0
2025-07,166,Function-based system-worthy projection,Beauty,33.0,1747.69,53.01,0.2,0.0,0.0
2025-08,166,Function-based system-worthy projection,Beauty,26.0,1377.78,52.54,0.15,0.0,0.0
2025-09,166,Function-based system-worthy projection,Beauty,26.0,1372.42,53.07,0.2,0.0,0.0
2025-10,166,Function-based system-worthy projection,Beauty,20.0,1061.48,52.9,0.2,0.0,0.0
2025-11,166,Function-based system-worthy projection,Beauty,20.0,1045.4,52.46,0.15,1.0,0.05
2025-12,166,Function-based system-worthy projection,Beauty,50.0,2659.06,53.09,0.1,1.0,0.02
2026-01,166,Function-based system-worthy projection,Beauty,47.0,2476.79,52.72,0.2,0.0,0.0
2026-02,166,Function-based system-worthy projection,Beauty,32.0,1694.08,53.01,0.1,1.0,0.0312
2026-03,166,Function-based system-worthy projection,Beauty,43.0,2208.75,51.38,0.2,0.0,0.0
2026-04,166,Function-based system-worthy projection,Beauty,46.0,2423.18,52.46,0.15,0.0,0.0
2026-05,166,Function-based system-worthy projection,Beauty,38.0,2010.38,52.99,0.15,0.0,0.0
2026-06,166,Function-based system-worthy projection,Beauty,45.0,2294.53,51.76,0.1666,2.0,0.0444
2026-07,166,Function-based system-worthy projection,Beauty,1.0,53.61,53.61,,0.0,0.0
2025-01,167,Profit-focused multi-tasking infrastructure,Apparel,17.0,479.62,28.1,0.1001,1.0,0.0588
2025-02,167,Profit-focused multi-tasking infrastructure,Apparel,26.0,732.2,28.2,0.1001,2.0,0.0769
2025-03,167,Profit-focused multi-tasking infrastructure,Apparel,18.0,505.16,28.1,0.1001,0.0,0.0
2025-04,167,Profit-focused multi-tasking infrastructure,Apparel,18.0,510.84,28.38,,1.0,0.0556
2025-05,167,Profit-focused multi-tasking infrastructure,Apparel,27.0,760.58,28.2,0.1001,0.0,0.0
2025-06,167,Profit-focused multi-tasking infrastructure,Apparel,20.0,567.6,28.38,,1.0,0.05
2025-07,167,Profit-focused multi-tasking infrastructure,Apparel,24.0,661.24,27.43,0.1334,1.0,0.0417
2025-08,167,Profit-focused multi-tasking infrastructure,Apparel,23.0,652.74,28.38,,0.0,0.0
2025-09,167,Profit-focused multi-tasking infrastructure,Apparel,30.0,828.68,27.67,0.2001,0.0,0.0
2025-10,167,Profit-focused multi-tasking infrastructure,Apparel,26.0,732.2,28.06,0.1001,0.0,0.0
2025-11,167,Profit-focused multi-tasking infrastructure,Apparel,39.0,1092.62,28.14,0.1001,1.0,0.0256
2025-12,167,Profit-focused multi-tasking infrastructure,Apparel,34.0,930.84,27.71,0.1334,0.0,0.0
2026-01,167,Profit-focused multi-tasking infrastructure,Apparel,35.0,979.1,28.01,0.1501,1.0,0.0286
2026-02,167,Profit-focused multi-tasking infrastructure,Apparel,38.0,1075.6,28.27,0.1001,0.0,0.0
2026-03,167,Profit-focused multi-tasking infrastructure,Apparel,38.0,1078.44,28.38,,0.0,0.0
2026-04,167,Profit-focused multi-tasking infrastructure,Apparel,41.0,1115.3,27.61,0.1501,0.0,0.0
2026-05,167,Profit-focused multi-tasking infrastructure,Apparel,42.0,1191.96,28.38,,0.0,0.0
2026-06,167,Profit-focused multi-tasking infrastructure,Apparel,38.0,1058.56,28.01,0.1501,0.0,0.0
2026-07,167,Profit-focused multi-tasking infrastructure,Apparel,3.0,85.14,28.38,,0.0,0.0
2025-01,168,Focused modular task-force,Sporting Goods,7.0,483.49,69.07,,0.0,0.0
2025-02,168,Focused modular task-force,Sporting Goods,26.0,1788.91,68.58,0.1,0.0,0.0
2025-03,168,Focused modular task-force,Sporting Goods,25.0,1726.75,69.07,,1.0,0.04
2025-04,168,Focused modular task-force,Sporting Goods,16.0,1098.21,68.49,0.1,0.0,0.0
2025-05,168,Focused modular task-force,Sporting Goods,30.0,2058.28,68.66,0.1,0.0,0.0
2025-06,168,Focused modular task-force,Sporting Goods,21.0,1443.56,68.58,0.1,0.0,0.0
2025-07,168,Focused modular task-force,Sporting Goods,28.0,1920.15,68.21,0.1999,0.0,0.0
2025-08,168,Focused modular task-force,Sporting Goods,28.0,1906.32,68.13,0.1,0.0,0.0
2025-09,168,Focused modular task-force,Sporting Goods,27.0,1830.36,67.04,0.1666,1.0,0.037
2025-10,168,Focused modular task-force,Sporting Goods,28.0,1892.53,68.21,0.1999,0.0,0.0
2025-11,168,Focused modular task-force,Sporting Goods,27.0,1844.17,67.85,0.15,0.0,0.0
2025-12,168,Focused modular task-force,Sporting Goods,32.0,2182.6,68.3,0.1,0.0,0.0
2026-01,168,Focused modular task-force,Sporting Goods,38.0,2569.4,67.75,0.1333,0.0,0.0
2026-02,168,Focused modular task-force,Sporting Goods,31.0,2120.44,68.3,0.1,0.0,0.0
2026-03,168,Focused modular task-force,Sporting Goods,42.0,2873.32,68.49,0.1999,1.0,0.0238
2026-04,168,Focused modular task-force,Sporting Goods,27.0,1837.26,67.62,0.1333,1.0,0.037
2026-05,168,Focused modular task-force,Sporting Goods,38.0,2603.93,68.77,0.1,0.0,0.0
2026-06,168,Focused modular task-force,Sporting Goods,40.0,2755.89,68.79,0.1,2.0,0.05
2026-07,168,Focused modular task-force,Sporting Goods,3.0,207.21,69.07,,1.0,0.3333
2025-01,169,Advanced disintermediate functionalities,Beauty,14.0,486.07,35.09,0.1001,0.0,0.0
2025-02,169,Advanced disintermediate functionalities,Beauty,23.0,794.74,34.93,0.2001,2.0,0.087
2025-03,169,Advanced disintermediate functionalities,Beauty,10.0,351.25,34.97,0.1001,0.0,0.0
2025-04,169,Advanced disintermediate functionalities,Beauty,19.0,667.02,35.16,0.1001,0.0,0.0
2025-05,169,Advanced disintermediate functionalities,Beauty,26.0,918.93,35.24,0.1001,0.0,0.0
2025-06,169,Advanced disintermediate functionalities,Beauty,36.0,1277.28,35.48,,0.0,0.0
2025-07,169,Advanced disintermediate functionalities,Beauty,24.0,847.97,35.24,0.1001,0.0,0.0
2025-08,169,Advanced disintermediate functionalities,Beauty,37.0,1248.86,33.7,0.1601,2.0,0.0541
2025-09,169,Advanced disintermediate functionalities,Beauty,40.0,1419.2,35.48,,0.0,0.0
2025-10,169,Advanced disintermediate functionalities,Beauty,25.0,887.0,35.48,,0.0,0.0
2025-11,169,Advanced disintermediate functionalities,Beauty,30.0,1057.3,35.11,0.2001,0.0,0.0
2025-12,169,Advanced disintermediate functionalities,Beauty,35.0,1227.6,35.04,0.2001,3.0,0.0857
2026-01,169,Advanced disintermediate functionalities,Beauty,45.0,1546.9,34.47,0.1601,3.0,0.0667
2026-02,169,Advanced disintermediate functionalities,Beauty,30.0,1046.65,34.85,0.1501,2.0,0.0667
2026-03,169,Advanced disintermediate functionalities,Beauty,32.0,1117.61,35.17,0.1001,0.0,0.0
2026-04,169,Advanced disintermediate functionalities,Beauty,43.0,1504.34,35.05,0.1501,0.0,0.0
2026-05,169,Advanced disintermediate functionalities,Beauty,32.0,1121.16,35.18,0.2001,1.0,0.0312
2026-06,169,Advanced disintermediate functionalities,Beauty,51.0,1788.18,34.82,0.1251,0.0,0.0
2026-07,169,Advanced disintermediate functionalities,Beauty,2.0,70.96,35.48,,0.0,0.0
2025-01,170,Multi-lateral bi-directional infrastructure,Toys,21.0,1273.57,60.73,0.15,0.0,0.0
2025-02,170,Multi-lateral bi-directional infrastructure,Toys,25.0,1560.75,62.43,,0.0,0.0
2025-03,170,Multi-lateral bi-directional infrastructure,Toys,22.0,1367.22,61.91,0.1,0.0,0.0
2025-04,170,Multi-lateral bi-directional infrastructure,Toys,14.0,842.8,60.35,0.15,0.0,0.0
2025-05,170,Multi-lateral bi-directional infrastructure,Toys,20.0,1217.38,59.83,0.1667,0.0,0.0
2025-06,170,Multi-lateral bi-directional infrastructure,Toys,22.0,1329.76,60.87,0.1333,0.0,0.0
2025-07,170,Multi-lateral bi-directional infrastructure,Toys,37.0,2272.46,61.01,0.125,1.0,0.027
2025-08,170,Multi-lateral bi-directional infrastructure,Toys,25.0,1535.77,61.6,0.2001,0.0,0.0
2025-09,170,Multi-lateral bi-directional infrastructure,Toys,29.0,1785.51,61.65,0.1,0.0,0.0
2025-10,170,Multi-lateral bi-directional infrastructure,Toys,23.0,1392.18,60.99,0.15,0.0,0.0
2025-11,170,Multi-lateral bi-directional infrastructure,Toys,20.0,1211.14,60.77,0.1333,0.0,0.0
2025-12,170,Multi-lateral bi-directional infrastructure,Toys,24.0,1460.88,61.33,0.1,1.0,0.0417
2026-01,170,Multi-lateral bi-directional infrastructure,Toys,27.0,1660.64,61.26,0.15,0.0,0.0
2026-02,170,Multi-lateral bi-directional infrastructure,Toys,28.0,1729.32,61.74,0.1,0.0,0.0
2026-03,170,Multi-lateral bi-directional infrastructure,Toys,33.0,2053.95,62.12,0.1,0.0,0.0
2026-04,170,Multi-lateral bi-directional infrastructure,Toys,32.0,1941.57,60.56,0.15,0.0,0.0
2026-05,170,Multi-lateral bi-directional infrastructure,Toys,39.0,2397.31,61.54,0.15,0.0,0.0
2026-06,170,Multi-lateral bi-directional infrastructure,Toys,48.0,2952.96,61.18,0.1,0.0,0.0
2026-07,170,Multi-lateral bi-directional infrastructure,Toys,2.0,124.86,62.43,,0.0,0.0
2025-01,171,Cross-group clear-thinking access,Groceries,17.0,664.11,39.17,0.0999,0.0,0.0
2025-02,171,Cross-group clear-thinking access,Groceries,21.0,826.18,39.23,0.0999,1.0,0.0476
2025-03,171,Cross-group clear-thinking access,Groceries,27.0,1059.41,39.28,0.0999,1.0,0.037
2025-04,171,Cross-group clear-thinking access,Groceries,29.0,1134.52,39.07,0.0999,0.0,0.0
2025-05,171,Cross-group clear-thinking access,Groceries,38.0,1494.24,39.33,0.0999,0.0,0.0
2025-06,171,Cross-group clear-thinking access,Groceries,24.0,936.86,38.79,0.15,0.0,0.0
2025-07,171,Cross-group clear-thinking access,Groceries,41.0,1608.88,39.35,0.0999,0.0,0.0
2025-08,171,Cross-group clear-thinking access,Groceries,14.0,541.57,38.74,0.0999,0.0,0.0
2025-09,171,Cross-group clear-thinking access,Groceries,33.0,1284.72,38.91,0.15,0.0,0.0
2025-10,171,Cross-group clear-thinking access,Groceries,31.0,1225.43,39.53,,1.0,0.0323
2025-11,171,Cross-group clear-thinking access,Groceries,41.0,1585.17,38.8,0.125,1.0,0.0244
2025-12,171,Cross-group clear-thinking access,Groceries,27.0,1067.31,39.53,,0.0,0.0
2026-01,171,Cross-group clear-thinking access,Groceries,22.0,845.93,38.96,0.2001,1.0,0.0455
2026-02,171,Cross-group clear-thinking access,Groceries,46.0,1802.58,39.24,0.0999,1.0,0.0217
2026-03,171,Cross-group clear-thinking access,Groceries,31.0,1217.53,39.35,0.0999,0.0,0.0
2026-04,171,Cross-group clear-thinking access,Groceries,56.0,2189.96,39.1,0.1333,0.0,0.0
2026-05,171,Cross-group clear-thinking access,Groceries,19.0,739.21,38.74,0.15,1.0,0.0526
2026-06,171,Cross-group clear-thinking access,Groceries,31.0,1225.43,39.53,,1.0,0.0323
2026-07,171,Cross-group clear-thinking access,Groceries,0.0,0.0,,,1.0,0.0
2025-01,172,Programmable radical archive,Groceries,21.0,228.66,10.8,0.15,0.0,0.0
2025-02,172,Programmable radical archive,Groceries,15.0,165.39,11.0,0.1,1.0,0.0667
2025-03,172,Programmable radical archive,Groceries,32.0,349.65,10.92,0.15,0.0,0.0
2025-04,172,Programmable radical archive,Groceries,7.0,77.7,11.1,,2.0,0.2857
2025-05,172,Programmable radical archive,Groceries,28.0,306.36,10.94,0.2,0.0,0.0
2025-06,172,Programmable radical archive,Groceries,45.0,495.06,11.01,0.2,1.0,0.0222
2025-07,172,Programmable radical archive,Groceries,35.0,384.06,10.98,0.1,0.0,0.0
2025-08,172,Programmable radical archive,Groceries,31.0,340.77,11.04,0.1,1.0,0.0323
2025-09,172,Programmable radical archive,Groceries,22.0,241.98,10.97,0.2,2.0,0.0909
2025-10,172,Programmable radical archive,Groceries,40.0,436.23,10.87,0.125,0.0,0.0
2025-11,172,Programmable radical archive,Groceries,39.0,426.24,10.89,0.1333,0.0,0.0
2025-12,172,Programmable radical archive,Groceries,31.0,337.44,10.88,0.1333,0.0,0.0
2026-01,172,Programmable radical archive,Groceries,33.0,364.08,11.05,0.1,2.0,0.0606
2026-02,172,Programmable radical archive,Groceries,37.0,402.93,10.86,0.125,0.0,0.0
2026-03,172,Programmable radical archive,Groceries,41.0,448.44,11.0,0.2,1.0,0.0244
2026-04,172,Programmable radical archive,Groceries,44.0,481.74,10.94,0.2,0.0,0.0
2026-05,172,Programmable radical archive,Groceries,29.0,316.35,10.92,0.15,0.0,0.0
2026-06,172,Programmable radical archive,Groceries,61.0,666.0,10.97,0.1333,0.0,0.0
2026-07,172,Programmable radical archive,Groceries,3.0,33.3,11.1,,1.0,0.3333
2025-01,173,Streamlined bifurcated Internet solution,Toys,16.0,1158.24,72.39,,0.0,0.0
2025-02,173,Streamlined bifurcated Internet solution,Toys,18.0,1303.02,72.39,,0.0,0.0
2025-03,173,Streamlined bifurcated Internet solution,Toys,18.0,1288.54,71.18,0.2,0.0,0.0
2025-04,173,Streamlined bifurcated Internet solution,Toys,20.0,1433.32,71.83,0.1,0.0,0.0
2025-05,173,Streamlined bifurcated Internet solution,Toys,28.0,2026.92,72.39,,0.0,0.0
2025-06,173,Streamlined bifurcated Internet solution,Toys,46.0,3279.26,71.59,0.1,1.0,0.0217
2025-07,173,Streamlined bifurcated Internet solution,Toys,25.0,1795.27,71.36,0.1,1.0,0.04
2025-08,173,Streamlined bifurcated Internet solution,Toys,21.0,1505.71,71.18,0.1,0.0,0.0
2025-09,173,Streamlined bifurcated Internet solution,Toys,38.0,2736.34,71.76,0.2,0.0,0.0
2025-10,173,Streamlined bifurcated Internet solution,Toys,36.0,2598.8,72.09,0.1,0.0,0.0
2025-11,173,Streamlined bifurcated Internet solution,Toys,26.0,1882.14,72.39,,1.0,0.0385
2025-12,173,Streamlined bifurcated Internet solution,Toys,39.0,2808.73,72.01,0.1,0.0,0.0
2026-01,173,Streamlined bifurcated Internet solution,Toys,33.0,2301.99,70.22,0.15,0.0,0.0
2026-02,173,Streamlined bifurcated Internet solution,Toys,37.0,2678.43,72.39,,2.0,0.0541
2026-03,173,Streamlined bifurcated Internet solution,Toys,52.0,3684.64,71.14,0.125,1.0,0.0192
2026-04,173,Streamlined bifurcated Internet solution,Toys,55.0,3938.01,71.46,0.1334,1.0,0.0182
2026-05,173,Streamlined bifurcated Internet solution,Toys,38.0,2729.1,71.85,0.1,1.0,0.0263
2026-06,173,Streamlined bifurcated Internet solution,Toys,41.0,2939.03,71.48,0.15,1.0,0.0244
2026-07,173,Streamlined bifurcated Internet solution,Toys,2.0,144.78,72.39,,0.0,0.0
2025-01,174,Automated systemic architecture,Groceries,22.0,795.13,36.53,0.15,0.0,0.0
2025-02,174,Automated systemic architecture,Groceries,15.0,545.01,36.5,0.2001,1.0,0.0667
2025-03,174,Automated systemic architecture,Groceries,24.0,881.0,36.8,0.0999,0.0,0.0
2025-04,174,Automated systemic architecture,Groceries,25.0,914.59,36.53,0.15,0.0,0.0
2025-05,174,Automated systemic architecture,Groceries,18.0,660.74,36.53,0.15,0.0,0.0
2025-06,174,Automated systemic architecture,Groceries,22.0,821.26,37.33,,0.0,0.0
2025-07,174,Automated systemic architecture,Groceries,37.0,1381.21,37.33,,1.0,0.027
2025-08,174,Automated systemic architecture,Groceries,32.0,1164.69,36.58,0.15,1.0,0.0312
2025-09,174,Automated systemic architecture,Groceries,20.0,746.6,37.33,,0.0,0.0
2025-10,174,Automated systemic architecture,Groceries,28.0,1004.18,36.45,0.1333,0.0,0.0
2025-11,174,Automated systemic architecture,Groceries,22.0,765.24,35.32,0.1751,0.0,0.0
2025-12,174,Automated systemic architecture,Groceries,29.0,1063.92,36.8,0.0999,1.0,0.0345
2026-01,174,Automated systemic architecture,Groceries,35.0,1280.42,36.4,0.15,0.0,0.0
2026-02,174,Automated systemic architecture,Groceries,39.0,1455.87,37.33,,1.0,0.0256
2026-03,174,Automated systemic architecture,Groceries,35.0,1299.08,37.02,0.2001,0.0,0.0
2026-04,174,Automated systemic architecture,Groceries,33.0,1209.5,36.62,0.1333,0.0,0.0
2026-05,174,Automated systemic architecture,Groceries,35.0,1299.09,37.17,0.0999,0.0,0.0
2026-06,174,Automated systemic architecture,Groceries,46.0,1702.24,37.02,0.2001,0.0,0.0
2026-07,174,Automated systemic architecture,Groceries,2.0,74.66,37.33,,0.0,0.0
2025-01,175,Exclusive user-facing protocol,Groceries,22.0,350.89,16.03,0.1333,0.0,0.0
2025-02,175,Exclusive user-facing protocol,Groceries,15.0,247.79,16.42,0.0998,0.0,0.0
2025-03,175,Exclusive user-facing protocol,Groceries,27.0,432.37,16.04,0.1668,0.0,0.0
2025-04,175,Exclusive user-facing protocol,Groceries,31.0,513.87,16.53,0.0998,0.0,0.0
2025-05,175,Exclusive user-facing protocol,Groceries,23.0,382.49,16.63,,1.0,0.0435
2025-06,175,Exclusive user-facing protocol,Groceries,38.0,631.94,16.63,,0.0,0.0
2025-07,175,Exclusive user-facing protocol,Groceries,31.0,515.53,16.63,,0.0,0.0
2025-08,175,Exclusive user-facing protocol,Groceries,50.0,814.87,16.31,0.15,0.0,0.0
2025-09,175,Exclusive user-facing protocol,Groceries,25.0,404.1,16.25,0.15,0.0,0.0
2025-10,175,Exclusive user-facing protocol,Groceries,33.0,537.14,16.42,0.15,1.0,0.0303
2025-11,175,Exclusive user-facing protocol,Groceries,35.0,567.11,16.19,0.0998,0.0,0.0
2025-12,175,Exclusive user-facing protocol,Groceries,35.0,572.06,16.36,0.2002,1.0,0.0286
2026-01,175,Exclusive user-facing protocol,Groceries,40.0,656.88,16.4,0.15,0.0,0.0
2026-02,175,Exclusive user-facing protocol,Groceries,28.0,458.98,16.46,0.2002,2.0,0.0714
2026-03,175,Exclusive user-facing protocol,Groceries,32.0,520.52,16.26,0.1333,0.0,0.0
2026-04,175,Exclusive user-facing protocol,Groceries,48.0,793.26,16.57,0.0998,0.0,0.0
2026-05,175,Exclusive user-facing protocol,Groceries,46.0,755.01,16.38,0.1333,0.0,0.0
2026-06,175,Exclusive user-facing protocol,Groceries,34.0,557.1,16.27,0.1668,0.0,0.0
2026-07,175,Exclusive user-facing protocol,Groceries,2.0,33.26,16.63,,0.0,0.0
2025-01,176,Customer-focused next generation open architecture,Sporting Goods,19.0,3911.71,207.76,0.2,0.0,0.0
2025-02,176,Customer-focused next generation open architecture,Sporting Goods,19.0,4062.18,213.4,0.1,0.0,0.0
2025-03,176,Customer-focused next generation open architecture,Sporting Goods,17.0,3524.86,206.33,0.1333,1.0,0.0588
2025-04,176,Customer-focused next generation open architecture,Sporting Goods,23.0,4749.94,207.25,0.1667,1.0,0.0435
2025-05,176,Customer-focused next generation open architecture,Sporting Goods,20.0,4234.12,209.56,0.15,1.0,0.05
2025-06,176,Customer-focused next generation open architecture,Sporting Goods,23.0,4900.41,213.28,0.1,0.0,0.0
2025-07,176,Customer-focused next generation open architecture,Sporting Goods,29.0,6189.99,213.67,0.1,1.0,0.0345
2025-08,176,Customer-focused next generation open architecture,Sporting Goods,30.0,6447.9,214.93,,0.0,0.0
2025-09,176,Customer-focused next generation open architecture,Sporting Goods,22.0,4728.46,214.93,,1.0,0.0455
2025-10,176,Customer-focused next generation open architecture,Sporting Goods,28.0,5932.06,212.67,0.2,1.0,0.0357
2025-11,176,Customer-focused next generation open architecture,Sporting Goods,37.0,7909.43,213.8,0.1,0.0,0.0
2025-12,176,Customer-focused next generation open architecture,Sporting Goods,24.0,5072.36,212.06,0.1,1.0,0.0417
2026-01,176,Customer-focused next generation open architecture,Sporting Goods,24.0,5050.85,210.9,0.15,0.0,0.0
