date,store_id,city,orders,customers,units_sold,revenue,average_order_value,cancelled_orders
2026-02-22,8,Canberra,21.0,21.0,65.0,14218.85,677.09,1.0
2026-02-23,1,Sydney,8.0,8.0,28.0,6202.99,775.37,0.0
2026-02-23,2,Sydney,6.0,6.0,26.0,4984.13,830.69,0.0
2026-02-23,3,Melbourne,7.0,7.0,26.0,2522.86,360.41,1.0
2026-02-23,4,Melbourne,7.0,7.0,18.0,1537.37,219.62,0.0
2026-02-23,5,Brisbane,14.0,14.0,38.0,4887.91,349.14,1.0
2026-02-23,6,Perth,13.0,13.0,37.0,11328.43,871.42,2.0
2026-02-23,7,Adelaide,13.0,13.0,51.0,6746.77,518.98,3.0
2026-02-23,8,Canberra,10.0,10.0,39.0,6394.01,639.4,1.0
2026-02-24,1,Sydney,10.0,10.0,38.0,4823.23,482.32,1.0
2026-02-24,2,Sydney,7.0,7.0,26.0,4394.16,627.74,0.0
2026-02-24,3,Melbourne,2.0,2.0,12.0,1499.35,749.68,0.0
2026-02-24,4,Melbourne,6.0,6.0,21.0,2571.5,428.58,0.0
2026-02-24,5,Brisbane,20.0,20.0,55.0,14089.89,704.49,1.0
2026-02-24,6,Perth,13.0,13.0,40.0,5263.35,404.87,0.0
2026-02-24,7,Adelaide,10.0,10.0,25.0,6100.78,610.08,0.0
2026-02-24,8,Canberra,15.0,15.0,55.0,8314.24,554.28,2.0
2026-02-25,1,Sydney,3.0,3.0,9.0,299.11,99.7,0.0
2026-02-25,2,Sydney,8.0,8.0,14.0,1528.67,191.08,0.0
2026-02-25,3,Melbourne,9.0,9.0,40.0,4608.16,512.02,0.0
2026-02-25,4,Melbourne,9.0,9.0,36.0,5333.53,592.61,0.0
2026-02-25,5,Brisbane,20.0,20.0,69.0,10587.01,529.35,0.0
2026-02-25,6,Perth,11.0,11.0,27.0,3852.45,350.22,0.0
2026-02-25,7,Adelaide,13.0,13.0,42.0,7331.19,563.94,0.0
2026-02-25,8,Canberra,14.0,14.0,33.0,5004.79,357.48,0.0
2026-02-26,1,Sydney,4.0,4.0,27.0,4126.94,1031.74,0.0
2026-02-26,2,Sydney,11.0,11.0,43.0,4544.13,413.1,1.0
2026-02-26,3,Melbourne,4.0,4.0,10.0,628.59,157.15,1.0
2026-02-26,4,Melbourne,4.0,4.0,10.0,4204.4,1051.1,0.0
2026-02-26,5,Brisbane,13.0,13.0,35.0,5735.2,441.17,2.0
2026-02-26,6,Perth,10.0,10.0,35.0,5968.9,596.89,2.0
2026-02-26,7,Adelaide,12.0,12.0,41.0,8502.69,708.56,1.0
2026-02-26,8,Canberra,12.0,12.0,36.0,5870.68,489.22,2.0
2026-02-27,1,Sydney,5.0,5.0,19.0,2100.61,420.12,0.0
2026-02-27,2,Sydney,4.0,4.0,18.0,867.38,216.84,0.0
2026-02-27,3,Melbourne,7.0,7.0,29.0,6588.56,941.22,0.0
2026-02-27,4,Melbourne,4.0,4.0,11.0,844.54,211.14,0.0
2026-02-27,5,Brisbane,11.0,11.0,49.0,7729.75,702.7,1.0
2026-02-27,6,Perth,12.0,12.0,47.0,7945.59,662.13,0.0
2026-02-27,7,Adelaide,7.0,7.0,34.0,3429.8,489.97,1.0
2026-02-27,8,Canberra,7.0,7.0,22.0,3921.87,560.27,0.0
2026-02-28,1,Sydney,4.0,4.0,19.0,2129.23,532.31,0.0
2026-02-28,2,Sydney,5.0,5.0,14.0,2654.01,530.8,0.0
2026-02-28,3,Melbourne,6.0,6.0,23.0,3235.96,539.33,0.0
2026-02-28,4,Melbourne,5.0,5.0,15.0,1927.07,385.41,1.0
2026-02-28,5,Brisbane,9.0,9.0,28.0,5018.28,557.59,1.0
2026-02-28,6,Perth,14.0,14.0,32.0,5955.81,425.42,0.0
2026-02-28,7,Adelaide,10.0,10.0,34.0,5130.9,513.09,0.0
2026-02-28,8,Canberra,15.0,15.0,47.0,8957.12,597.14,1.0
2026-03-01,1,Sydney,4.0,4.0,17.0,1161.37,290.34,0.0
2026-03-01,2,Sydney,5.0,5.0,19.0,2556.94,511.39,0.0
2026-03-01,3,Melbourne,8.0,8.0,25.0,2267.53,283.44,1.0
2026-03-01,4,Melbourne,9.0,9.0,28.0,3855.73,428.41,0.0
2026-03-01,5,Brisbane,6.0,6.0,32.0,3258.56,543.09,0.0
2026-03-01,6,Perth,4.0,4.0,12.0,3911.75,977.94,0.0
2026-03-01,7,Adelaide,15.0,15.0,48.0,7882.0,525.47,2.0
2026-03-01,8,Canberra,14.0,14.0,41.0,5091.69,363.69,1.0
2026-03-02,1,Sydney,6.0,6.0,18.0,6009.56,1001.59,1.0
2026-03-02,2,Sydney,6.0,6.0,24.0,2573.52,428.92,0.0
2026-03-02,3,Melbourne,8.0,8.0,25.0,6444.82,805.6,1.0
2026-03-02,4,Melbourne,10.0,10.0,27.0,3708.21,370.82,0.0
2026-03-02,5,Brisbane,13.0,13.0,33.0,4032.8,310.22,1.0
2026-03-02,6,Perth,9.0,9.0,33.0,4099.26,455.47,0.0
2026-03-02,7,Adelaide,17.0,17.0,57.0,7699.84,452.93,0.0
2026-03-02,8,Canberra,8.0,8.0,31.0,3101.6,387.7,1.0
2026-03-03,1,Sydney,6.0,6.0,14.0,378.6,63.1,0.0
2026-03-03,2,Sydney,3.0,3.0,17.0,1454.01,484.67,1.0
2026-03-03,3,Melbourne,2.0,2.0,5.0,417.88,208.94,0.0
2026-03-03,4,Melbourne,9.0,9.0,36.0,6262.32,695.81,0.0
2026-03-03,5,Brisbane,14.0,14.0,38.0,4866.12,347.58,1.0
2026-03-03,6,Perth,10.0,10.0,40.0,5189.45,518.94,3.0
2026-03-03,7,Adelaide,17.0,17.0,63.0,10044.46,590.85,1.0
2026-03-03,8,Canberra,11.0,11.0,42.0,6483.58,589.42,2.0
2026-03-04,1,Sydney,12.0,12.0,45.0,6832.22,569.35,1.0
2026-03-04,2,Sydney,5.0,5.0,13.0,840.8,168.16,0.0
2026-03-04,3,Melbourne,4.0,4.0,16.0,2299.7,574.92,0.0
2026-03-04,4,Melbourne,4.0,4.0,14.0,3090.91,772.73,0.0
2026-03-04,5,Brisbane,14.0,14.0,51.0,7640.77,545.77,0.0
2026-03-04,6,Perth,17.0,17.0,46.0,6623.07,389.59,0.0
2026-03-04,7,Adelaide,9.0,9.0,24.0,2334.56,259.4,2.0
2026-03-04,8,Canberra,12.0,12.0,37.0,4362.46,363.54,0.0
2026-03-05,1,Sydney,6.0,6.0,27.0,5800.15,966.69,1.0
2026-03-05,2,Sydney,5.0,5.0,10.0,565.63,113.13,1.0
2026-03-05,3,Melbourne,6.0,6.0,14.0,1504.72,250.79,0.0
2026-03-05,4,Melbourne,6.0,6.0,25.0,1901.88,316.98,0.0
2026-03-05,5,Brisbane,13.0,13.0,40.0,8694.85,668.83,0.0
2026-03-05,6,Perth,10.0,10.0,19.0,2113.33,211.33,1.0
2026-03-05,7,Adelaide,9.0,9.0,21.0,3108.71,345.41,0.0
2026-03-05,8,Canberra,11.0,11.0,30.0,3932.85,357.53,1.0
2026-03-06,1,Sydney,5.0,5.0,9.0,1506.57,301.31,1.0
2026-03-06,2,Sydney,6.0,6.0,21.0,2214.07,369.01,0.0
2026-03-06,3,Melbourne,4.0,4.0,15.0,3710.84,927.71,1.0
2026-03-06,4,Melbourne,7.0,7.0,32.0,1733.09,247.58,0.0
2026-03-06,5,Brisbane,12.0,12.0,45.0,6558.59,546.55,0.0
2026-03-06,6,Perth,12.0,12.0,32.0,4852.39,404.37,1.0
2026-03-06,7,Adelaide,12.0,12.0,29.0,4237.49,353.12,1.0
2026-03-06,8,Canberra,14.0,14.0,45.0,6001.07,428.65,1.0
2026-03-07,1,Sydney,7.0,7.0,16.0,2968.71,424.1,0.0
2026-03-07,2,Sydney,4.0,4.0,16.0,1005.58,251.4,0.0
2026-03-07,3,Melbourne,11.0,11.0,27.0,4994.11,454.01,0.0
2026-03-07,4,Melbourne,3.0,3.0,8.0,2717.31,905.77,0.0
2026-03-07,5,Brisbane,10.0,10.0,19.0,1757.87,175.79,1.0
2026-03-07,6,Perth,8.0,8.0,22.0,4816.26,602.03,1.0
2026-03-07,7,Adelaide,12.0,12.0,41.0,6980.78,581.73,1.0
2026-03-07,8,Canberra,11.0,11.0,48.0,9143.75,831.25,0.0
2026-03-08,1,Sydney,12.0,12.0,36.0,7675.86,639.66,0.0
2026-03-08,2,Sydney,8.0,8.0,35.0,6220.12,777.52,0.0
2026-03-08,3,Melbourne,3.0,3.0,9.0,1047.22,349.07,0.0
2026-03-08,4,Melbourne,8.0,8.0,17.0,3829.2,478.65,0.0
2026-03-08,5,Brisbane,10.0,10.0,32.0,7384.7,738.47,1.0
2026-03-08,6,Perth,10.0,10.0,36.0,4053.74,405.37,0.0
2026-03-08,7,Adelaide,14.0,14.0,46.0,8531.51,609.39,1.0
2026-03-08,8,Canberra,16.0,16.0,52.0,11694.27,730.89,1.0
2026-03-09,1,Sydney,7.0,7.0,23.0,2299.46,328.49,0.0
2026-03-09,2,Sydney,4.0,4.0,17.0,1219.94,304.98,1.0
2026-03-09,3,Melbourne,5.0,5.0,18.0,1691.95,338.39,0.0
2026-03-09,4,Melbourne,5.0,5.0,16.0,2120.61,424.12,1.0
2026-03-09,5,Brisbane,17.0,17.0,49.0,8237.95,484.59,1.0
2026-03-09,6,Perth,6.0,6.0,26.0,5456.41,909.4,2.0
2026-03-09,7,Adelaide,13.0,13.0,49.0,6200.16,476.94,1.0
2026-03-09,8,Canberra,16.0,16.0,57.0,5912.03,369.5,1.0
2026-03-10,1,Sydney,2.0,2.0,7.0,820.81,410.4,0.0
2026-03-10,2,Sydney,4.0,4.0,11.0,2084.47,521.12,1.0
2026-03-10,3,Melbourne,6.0,6.0,18.0,3454.01,575.67,0.0
2026-03-10,4,Melbourne,4.0,4.0,9.0,1161.32,290.33,0.0
2026-03-10,5,Brisbane,15.0,15.0,42.0,8320.77,554.72,0.0
2026-03-10,6,Perth,8.0,8.0,36.0,5496.17,687.02,0.0
2026-03-10,7,Adelaide,8.0,8.0,22.0,3958.88,494.86,1.0
2026-03-10,8,Canberra,10.0,10.0,37.0,5998.3,599.83,0.0
2026-03-11,1,Sydney,4.0,4.0,12.0,4162.52,1040.63,0.0
2026-03-11,2,Sydney,9.0,9.0,31.0,3198.48,355.39,1.0
2026-03-11,3,Melbourne,8.0,8.0,33.0,4548.43,568.55,1.0
2026-03-11,4,Melbourne,5.0,5.0,12.0,2621.06,524.21,0.0
2026-03-11,5,Brisbane,12.0,12.0,44.0,7212.47,601.04,1.0
2026-03-11,6,Perth,8.0,8.0,29.0,2198.82,274.85,0.0
2026-03-11,7,Adelaide,16.0,16.0,47.0,7307.76,456.74,1.0
2026-03-11,8,Canberra,11.0,11.0,40.0,6900.64,627.33,1.0
2026-03-12,1,Sydney,3.0,3.0,10.0,603.84,201.28,1.0
2026-03-12,2,Sydney,10.0,10.0,33.0,6462.91,646.29,1.0
2026-03-12,3,Melbourne,11.0,11.0,33.0,5336.57,485.14,0.0
2026-03-12,4,Melbourne,2.0,2.0,10.0,793.86,396.93,0.0
2026-03-12,5,Brisbane,3.0,3.0,7.0,619.36,206.45,1.0
2026-03-12,6,Perth,15.0,15.0,43.0,6210.94,414.06,0.0
2026-03-12,7,Adelaide,16.0,16.0,59.0,10410.81,650.68,0.0
2026-03-12,8,Canberra,13.0,13.0,39.0,5270.06,405.39,2.0
2026-03-13,1,Sydney,6.0,6.0,24.0,4486.66,747.78,0.0
2026-03-13,2,Sydney,8.0,8.0,22.0,5613.01,701.63,0.0
2026-03-13,3,Melbourne,5.0,5.0,6.0,993.39,198.68,0.0
2026-03-13,4,Melbourne,1.0,1.0,1.0,154.88,154.88,0.0
2026-03-13,5,Brisbane,14.0,14.0,47.0,5474.4,391.03,1.0
2026-03-13,6,Perth,10.0,10.0,29.0,9835.3,983.53,1.0
2026-03-13,7,Adelaide,11.0,11.0,33.0,5366.36,487.85,0.0
2026-03-13,8,Canberra,14.0,14.0,40.0,4910.52,350.75,1.0
2026-03-14,1,Sydney,8.0,8.0,28.0,4428.38,553.55,0.0
2026-03-14,2,Sydney,6.0,6.0,23.0,3478.59,579.76,0.0
2026-03-14,3,Melbourne,9.0,9.0,31.0,4743.16,527.02,0.0
2026-03-14,4,Melbourne,8.0,8.0,26.0,8396.7,1049.59,1.0
2026-03-14,5,Brisbane,5.0,5.0,13.0,663.09,132.62,0.0
2026-03-14,6,Perth,13.0,13.0,44.0,8867.03,682.08,0.0
2026-03-14,7,Adelaide,11.0,11.0,30.0,2948.15,268.01,1.0
2026-03-14,8,Canberra,19.0,19.0,67.0,15029.67,791.04,1.0
2026-03-15,1,Sydney,7.0,7.0,28.0,3128.31,446.9,2.0
2026-03-15,2,Sydney,5.0,5.0,19.0,2249.62,449.92,1.0
2026-03-15,3,Melbourne,9.0,9.0,32.0,4453.17,494.8,0.0
2026-03-15,4,Melbourne,9.0,9.0,29.0,3478.85,386.54,1.0
2026-03-15,5,Brisbane,17.0,17.0,58.0,7743.88,455.52,1.0
2026-03-15,6,Perth,9.0,9.0,24.0,4124.42,458.27,0.0
2026-03-15,7,Adelaide,16.0,16.0,54.0,10157.47,634.84,2.0
2026-03-15,8,Canberra,10.0,10.0,32.0,2823.67,282.37,0.0
2026-03-16,1,Sydney,13.0,13.0,46.0,5248.77,403.75,0.0
2026-03-16,2,Sydney,10.0,10.0,33.0,6255.38,625.54,1.0
2026-03-16,3,Melbourne,5.0,5.0,21.0,6059.38,1211.88,0.0
2026-03-16,4,Melbourne,8.0,8.0,33.0,7323.03,915.38,0.0
2026-03-16,5,Brisbane,10.0,10.0,31.0,4876.66,487.67,1.0
2026-03-16,6,Perth,18.0,18.0,63.0,8379.86,465.55,0.0
2026-03-16,7,Adelaide,9.0,9.0,26.0,4874.08,541.56,1.0
2026-03-16,8,Canberra,13.0,13.0,39.0,4750.52,365.42,0.0
2026-03-17,1,Sydney,11.0,11.0,31.0,4214.19,383.11,0.0
2026-03-17,2,Sydney,9.0,9.0,19.0,3115.92,346.21,1.0
2026-03-17,3,Melbourne,6.0,6.0,14.0,1696.4,282.73,2.0
2026-03-17,4,Melbourne,8.0,8.0,15.0,2161.63,270.2,0.0
2026-03-17,5,Brisbane,8.0,8.0,26.0,4287.57,535.95,1.0
2026-03-17,6,Perth,7.0,7.0,32.0,3038.36,434.05,0.0
2026-03-17,7,Adelaide,16.0,16.0,43.0,6635.22,414.7,0.0
2026-03-17,8,Canberra,14.0,14.0,50.0,10106.64,721.9,0.0
2026-03-18,1,Sydney,7.0,7.0,14.0,3248.02,464.0,0.0
2026-03-18,2,Sydney,6.0,6.0,20.0,4835.11,805.85,0.0
2026-03-18,3,Melbourne,4.0,4.0,9.0,1167.43,291.86,0.0
2026-03-18,4,Melbourne,4.0,4.0,12.0,1012.86,253.22,0.0
2026-03-18,5,Brisbane,11.0,11.0,39.0,5416.96,492.45,1.0
2026-03-18,6,Perth,14.0,14.0,48.0,4030.9,287.92,0.0
2026-03-18,7,Adelaide,14.0,14.0,30.0,4404.43,314.6,0.0
2026-03-18,8,Canberra,16.0,16.0,49.0,8178.39,511.15,1.0
2026-03-19,1,Sydney,6.0,6.0,14.0,944.55,157.43,0.0
2026-03-19,2,Sydney,5.0,5.0,11.0,1087.98,217.6,1.0
2026-03-19,3,Melbourne,8.0,8.0,33.0,8163.5,1020.44,1.0
2026-03-19,4,Melbourne,8.0,8.0,25.0,5754.23,719.28,0.0
2026-03-19,5,Brisbane,15.0,15.0,42.0,7076.8,471.79,1.0
2026-03-19,6,Perth,16.0,16.0,53.0,6945.28,434.08,0.0
2026-03-19,7,Adelaide,23.0,23.0,75.0,16177.29,703.36,0.0
2026-03-19,8,Canberra,17.0,17.0,68.0,8949.83,526.46,1.0
2026-03-20,1,Sydney,3.0,3.0,15.0,1521.29,507.1,1.0
2026-03-20,2,Sydney,3.0,3.0,11.0,692.07,230.69,1.0
2026-03-20,3,Melbourne,5.0,5.0,15.0,3116.88,623.38,1.0
2026-03-20,4,Melbourne,6.0,6.0,24.0,2390.73,398.46,0.0
2026-03-20,5,Brisbane,14.0,14.0,38.0,8219.68,587.12,1.0
2026-03-20,6,Perth,8.0,8.0,24.0,3308.09,413.51,1.0
2026-03-20,7,Adelaide,16.0,16.0,57.0,11453.94,715.87,0.0
2026-03-20,8,Canberra,13.0,13.0,57.0,7625.77,586.6,2.0
2026-03-21,1,Sydney,6.0,6.0,27.0,4148.37,691.4,0.0
2026-03-21,2,Sydney,6.0,6.0,22.0,3869.44,644.91,0.0
2026-03-21,3,Melbourne,9.0,9.0,20.0,2764.3,307.14,0.0
2026-03-21,4,Melbourne,4.0,4.0,7.0,255.04,63.76,0.0
2026-03-21,5,Brisbane,15.0,15.0,37.0,5460.09,364.01,1.0
2026-03-21,6,Perth,8.0,8.0,27.0,4182.37,522.8,0.0
2026-03-21,7,Adelaide,17.0,17.0,66.0,10670.25,627.66,1.0
2026-03-21,8,Canberra,14.0,14.0,49.0,5827.94,416.28,1.0
2026-03-22,1,Sydney,7.0,7.0,22.0,4820.72,688.67,2.0
2026-03-22,2,Sydney,7.0,7.0,22.0,7961.49,1137.36,0.0
2026-03-22,3,Melbourne,6.0,6.0,14.0,3621.11,603.52,0.0
2026-03-22,4,Melbourne,6.0,6.0,14.0,1215.09,202.52,0.0
2026-03-22,5,Brisbane,11.0,11.0,38.0,10741.26,976.48,5.0
2026-03-22,6,Perth,10.0,10.0,22.0,2446.2,244.62,0.0
2026-03-22,7,Adelaide,8.0,8.0,27.0,1894.88,236.86,1.0
2026-03-22,8,Canberra,12.0,12.0,33.0,4130.05,344.17,0.0
2026-03-23,1,Sydney,10.0,10.0,29.0,2811.56,281.16,0.0
2026-03-23,2,Sydney,5.0,5.0,16.0,1458.97,291.79,0.0
2026-03-23,3,Melbourne,6.0,6.0,10.0,560.34,93.39,1.0
2026-03-23,4,Melbourne,6.0,6.0,27.0,3091.82,515.3,0.0
2026-03-23,5,Brisbane,18.0,18.0,65.0,9042.87,502.38,0.0
2026-03-23,6,Perth,15.0,15.0,50.0,7121.62,474.77,1.0
2026-03-23,7,Adelaide,13.0,13.0,35.0,3106.71,238.98,0.0
2026-03-23,8,Canberra,11.0,11.0,23.0,3536.37,321.49,0.0
2026-03-24,1,Sydney,3.0,3.0,11.0,1760.54,586.85,0.0
2026-03-24,2,Sydney,3.0,3.0,11.0,1049.3,349.77,0.0
2026-03-24,3,Melbourne,3.0,3.0,6.0,761.81,253.94,0.0
2026-03-24,4,Melbourne,5.0,5.0,20.0,3130.86,626.17,0.0
2026-03-24,5,Brisbane,7.0,7.0,29.0,5340.67,762.95,0.0
2026-03-24,6,Perth,18.0,18.0,66.0,9356.46,519.8,0.0
2026-03-24,7,Adelaide,14.0,14.0,30.0,6563.66,468.83,1.0
2026-03-24,8,Canberra,12.0,12.0,39.0,6432.4,536.03,0.0
2026-03-25,1,Sydney,8.0,8.0,34.0,6475.31,809.41,0.0
2026-03-25,2,Sydney,6.0,6.0,14.0,1517.79,252.96,1.0
2026-03-25,3,Melbourne,10.0,10.0,26.0,5825.32,582.53,2.0
2026-03-25,4,Melbourne,9.0,9.0,24.0,3663.51,407.06,4.0
2026-03-25,5,Brisbane,13.0,13.0,42.0,10809.69,831.51,0.0
2026-03-25,6,Perth,20.0,20.0,61.0,6435.25,321.76,0.0
2026-03-25,7,Adelaide,10.0,10.0,22.0,1656.86,165.69,0.0
2026-03-25,8,Canberra,17.0,17.0,47.0,12092.72,711.34,0.0
2026-03-26,1,Sydney,8.0,8.0,21.0,3846.87,480.86,0.0
2026-03-26,2,Sydney,7.0,7.0,22.0,5964.74,852.11,0.0
2026-03-26,3,Melbourne,5.0,5.0,20.0,2202.51,440.5,0.0
2026-03-26,4,Melbourne,4.0,4.0,8.0,352.9,88.22,1.0
2026-03-26,5,Brisbane,19.0,19.0,32.0,2456.4,129.28,0.0
2026-03-26,6,Perth,20.0,20.0,51.0,11701.37,585.07,1.0
2026-03-26,7,Adelaide,15.0,15.0,57.0,9319.08,621.27,0.0
2026-03-26,8,Canberra,17.0,17.0,56.0,9355.7,550.34,0.0
2026-03-27,1,Sydney,5.0,5.0,24.0,3127.03,625.41,1.0
2026-03-27,2,Sydney,9.0,9.0,25.0,4572.75,508.08,1.0
2026-03-27,3,Melbourne,6.0,6.0,19.0,7681.53,1280.25,0.0
2026-03-27,4,Melbourne,6.0,6.0,11.0,2388.01,398.0,1.0
2026-03-27,5,Brisbane,10.0,10.0,25.0,2373.37,237.34,2.0
2026-03-27,6,Perth,11.0,11.0,30.0,10622.79,965.71,1.0
2026-03-27,7,Adelaide,15.0,15.0,47.0,9689.92,645.99,1.0
2026-03-27,8,Canberra,14.0,14.0,38.0,4408.35,314.88,1.0
2026-03-28,1,Sydney,8.0,8.0,16.0,1036.17,129.52,0.0
2026-03-28,2,Sydney,5.0,5.0,18.0,5740.21,1148.04,2.0
2026-03-28,3,Melbourne,7.0,7.0,16.0,1021.14,145.88,0.0
2026-03-28,4,Melbourne,6.0,6.0,19.0,4221.9,703.65,1.0
2026-03-28,5,Brisbane,9.0,9.0,27.0,7746.17,860.69,1.0
2026-03-28,6,Perth,15.0,15.0,65.0,13276.43,885.1,1.0
2026-03-28,7,Adelaide,10.0,10.0,27.0,4080.5,408.05,0.0
2026-03-28,8,Canberra,16.0,16.0,56.0,6215.62,388.48,0.0
2026-03-29,1,Sydney,11.0,11.0,27.0,4898.58,445.33,1.0
2026-03-29,2,Sydney,3.0,3.0,7.0,2040.91,680.3,0.0
2026-03-29,3,Melbourne,9.0,9.0,25.0,3377.79,375.31,1.0
2026-03-29,4,Melbourne,9.0,9.0,27.0,5714.8,634.98,2.0
2026-03-29,5,Brisbane,19.0,19.0,56.0,9769.69,514.19,1.0
2026-03-29,6,Perth,13.0,13.0,56.0,7547.01,580.54,1.0
2026-03-29,7,Adelaide,16.0,16.0,37.0,6134.94,383.43,1.0
2026-03-29,8,Canberra,16.0,16.0,57.0,9354.41,584.65,1.0
2026-03-30,1,Sydney,6.0,6.0,27.0,5424.54,904.09,0.0
2026-03-30,2,Sydney,6.0,6.0,20.0,1496.45,249.41,0.0
2026-03-30,3,Melbourne,9.0,9.0,36.0,3836.29,426.25,2.0
2026-03-30,4,Melbourne,8.0,8.0,23.0,2353.78,294.22,1.0
2026-03-30,5,Brisbane,13.0,13.0,41.0,8686.35,668.18,1.0
2026-03-30,6,Perth,18.0,18.0,56.0,10955.96,608.66,1.0
2026-03-30,7,Adelaide,10.0,10.0,22.0,1486.18,148.62,0.0
2026-03-30,8,Canberra,19.0,19.0,70.0,10127.52,533.03,0.0
2026-03-31,1,Sydney,9.0,9.0,39.0,3915.41,435.05,0.0
2026-03-31,2,Sydney,8.0,8.0,28.0,2227.93,278.49,0.0
2026-03-31,3,Melbourne,4.0,4.0,19.0,4850.51,1212.63,1.0
2026-03-31,4,Melbourne,7.0,7.0,25.0,2679.54,382.79,0.0
2026-03-31,5,Brisbane,10.0,10.0,27.0,5734.68,573.47,1.0
2026-03-31,6,Perth,16.0,16.0,49.0,8170.21,510.64,1.0
2026-03-31,7,Adelaide,11.0,11.0,32.0,3486.74,316.98,1.0
2026-03-31,8,Canberra,10.0,10.0,31.0,4537.14,453.71,1.0
2026-04-01,1,Sydney,3.0,3.0,9.0,1691.65,563.88,1.0
2026-04-01,2,Sydney,8.0,8.0,35.0,4450.4,556.3,0.0
2026-04-01,3,Melbourne,8.0,8.0,21.0,2780.95,347.62,0.0
2026-04-01,4,Melbourne,5.0,5.0,12.0,1189.05,237.81,0.0
2026-04-01,5,Brisbane,15.0,15.0,35.0,4351.08,290.07,2.0
2026-04-01,6,Perth,16.0,16.0,52.0,7348.47,459.28,2.0
2026-04-01,7,Adelaide,12.0,12.0,35.0,3888.14,324.01,0.0
2026-04-01,8,Canberra,14.0,14.0,42.0,4058.36,289.88,0.0
2026-04-02,1,Sydney,4.0,4.0,15.0,3292.04,823.01,0.0
2026-04-02,2,Sydney,6.0,6.0,15.0,1709.68,284.95,0.0
2026-04-02,3,Melbourne,6.0,6.0,14.0,915.13,152.52,0.0
2026-04-02,4,Melbourne,8.0,8.0,22.0,4172.14,521.52,0.0
2026-04-02,5,Brisbane,11.0,11.0,37.0,7285.6,662.33,2.0
2026-04-02,6,Perth,9.0,9.0,32.0,1852.61,205.85,1.0
2026-04-02,7,Adelaide,11.0,11.0,27.0,2785.61,253.24,0.0
2026-04-02,8,Canberra,14.0,14.0,58.0,4830.79,345.06,3.0
2026-04-03,1,Sydney,8.0,8.0,27.0,3126.04,390.76,0.0
2026-04-03,2,Sydney,4.0,4.0,14.0,5575.79,1393.95,0.0
2026-04-03,3,Melbourne,9.0,9.0,20.0,2236.29,248.48,0.0
2026-04-03,4,Melbourne,2.0,2.0,6.0,3143.88,1571.94,0.0
2026-04-03,5,Brisbane,14.0,14.0,53.0,11921.0,851.5,0.0
2026-04-03,6,Perth,9.0,9.0,28.0,3141.09,349.01,0.0
2026-04-03,7,Adelaide,10.0,10.0,36.0,5604.65,560.46,1.0
2026-04-03,8,Canberra,9.0,9.0,31.0,3510.64,390.07,1.0
2026-04-04,1,Sydney,4.0,4.0,13.0,1034.04,258.51,0.0
2026-04-04,2,Sydney,5.0,5.0,7.0,661.58,132.32,1.0
2026-04-04,3,Melbourne,6.0,6.0,18.0,2315.99,386.0,0.0
2026-04-04,4,Melbourne,2.0,2.0,7.0,256.89,128.44,0.0
2026-04-04,5,Brisbane,13.0,13.0,45.0,7712.91,593.3,1.0
2026-04-04,6,Perth,12.0,12.0,52.0,10552.4,879.37,1.0
2026-04-04,7,Adelaide,14.0,14.0,42.0,8195.79,585.41,3.0
2026-04-04,8,Canberra,11.0,11.0,33.0,5827.89,529.81,0.0
2026-04-05,1,Sydney,8.0,8.0,33.0,5052.42,631.55,1.0
2026-04-05,2,Sydney,7.0,7.0,20.0,1697.11,242.44,1.0
2026-04-05,3,Melbourne,10.0,10.0,27.0,2685.4,268.54,0.0
2026-04-05,4,Melbourne,7.0,7.0,15.0,3091.97,441.71,1.0
2026-04-05,5,Brisbane,15.0,15.0,60.0,10232.04,682.14,0.0
2026-04-05,6,Perth,10.0,10.0,37.0,8226.3,822.63,1.0
2026-04-05,7,Adelaide,16.0,16.0,50.0,4520.9,282.56,0.0
2026-04-05,8,Canberra,13.0,13.0,52.0,6117.06,470.54,2.0
2026-04-06,1,Sydney,8.0,8.0,23.0,4616.12,577.02,0.0
2026-04-06,2,Sydney,10.0,10.0,26.0,3918.18,391.82,1.0
2026-04-06,3,Melbourne,9.0,9.0,32.0,4176.07,464.01,0.0
2026-04-06,4,Melbourne,6.0,6.0,16.0,3048.07,508.01,0.0
2026-04-06,5,Brisbane,12.0,12.0,39.0,6088.55,507.38,1.0
2026-04-06,6,Perth,12.0,12.0,41.0,7433.66,619.47,1.0
2026-04-06,7,Adelaide,15.0,15.0,51.0,15540.46,1036.03,0.0
2026-04-06,8,Canberra,17.0,17.0,57.0,10143.17,596.66,1.0
2026-04-07,1,Sydney,8.0,8.0,20.0,2996.54,374.57,0.0
2026-04-07,2,Sydney,2.0,2.0,16.0,4951.72,2475.86,0.0
2026-04-07,3,Melbourne,4.0,4.0,12.0,2313.81,578.45,0.0
2026-04-07,4,Melbourne,4.0,4.0,7.0,1266.0,316.5,1.0
2026-04-07,5,Brisbane,15.0,15.0,54.0,7641.59,509.44,1.0
2026-04-07,6,Perth,19.0,19.0,63.0,9151.01,481.63,0.0
2026-04-07,7,Adelaide,16.0,16.0,42.0,8339.33,521.21,0.0
2026-04-07,8,Canberra,17.0,17.0,53.0,10279.42,604.67,1.0
2026-04-08,1,Sydney,11.0,11.0,35.0,3909.67,355.42,1.0
