customer_id,total_orders,total_spent,average_order_value,total_items,first_order_date,last_order_date,customer_lifetime_days,days_since_last_purchase,purchase_frequency,average_days_between_orders,recency,frequency,monetary,is_active
4184,8.0,6146.32,768.29,26.0,2025-01-05,2026-03-04,953,119.0,0.2518,60.43,119.0,8.0,6146.32,False
4185,7.0,3505.0,500.71,22.0,2025-03-07,2026-05-31,573,31.0,0.3665,75.0,31.0,7.0,3505.0,True
4186,3.0,685.5,228.5,9.0,2026-03-05,2026-05-09,128,53.0,0.7031,32.5,53.0,3.0,685.5,True
4187,4.0,1068.63,267.16,13.0,2025-04-05,2025-09-25,873,279.0,0.1375,57.67,279.0,4.0,1068.63,False
4188,12.0,9289.53,774.13,38.0,2025-03-25,2026-06-26,986,5.0,0.3651,41.64,5.0,12.0,9289.53,True
4189,1.0,2189.11,2189.11,4.0,2026-05-29,2026-05-29,57,33.0,0.5263,,33.0,1.0,2189.11,True
4190,3.0,726.15,242.05,9.0,2025-09-18,2025-10-17,296,257.0,0.3041,14.5,257.0,3.0,726.15,False
4191,5.0,1279.35,255.87,13.0,2025-01-19,2026-07-01,875,0.0,0.1714,132.0,0.0,5.0,1279.35,True
4192,3.0,1568.62,522.87,15.0,2025-12-30,2026-05-26,315,36.0,0.2857,73.5,36.0,3.0,1568.62,True
4193,16.0,11963.3,747.71,61.0,2025-01-05,2026-06-15,704,16.0,0.6818,35.07,16.0,16.0,11963.3,True
4194,2.0,1695.57,847.78,5.0,2026-04-07,2026-05-22,97,40.0,0.6186,45.0,40.0,2.0,1695.57,True
4195,2.0,327.65,163.83,2.0,2026-02-15,2026-07-01,146,0.0,0.411,136.0,0.0,2.0,327.65,True
4196,4.0,2032.47,508.12,9.0,2025-11-06,2026-05-24,263,38.0,0.4563,66.33,38.0,4.0,2032.47,True
4197,10.0,9826.66,982.67,37.0,2025-05-30,2026-04-28,445,64.0,0.6742,37.0,64.0,10.0,9826.66,True
4198,15.0,8938.55,595.9,41.0,2025-01-23,2026-05-24,528,38.0,0.8523,34.71,38.0,15.0,8938.55,True
4199,9.0,5603.03,622.56,32.0,2025-05-15,2026-06-06,416,25.0,0.649,48.38,25.0,9.0,5603.03,True
4200,11.0,5544.13,504.01,29.0,2025-02-12,2026-05-25,634,37.0,0.5205,46.7,37.0,11.0,5544.13,True
4201,8.0,4735.81,591.98,26.0,2025-02-18,2026-03-30,945,93.0,0.254,57.86,93.0,8.0,4735.81,False
4202,11.0,5571.43,506.49,26.0,2025-01-10,2026-05-31,1026,31.0,0.3216,50.6,31.0,11.0,5571.43,True
4203,16.0,8482.41,530.15,59.0,2025-02-14,2026-05-27,900,35.0,0.5333,31.13,35.0,16.0,8482.41,True
4204,8.0,4222.27,527.78,31.0,2025-05-24,2026-03-26,433,97.0,0.5543,43.71,97.0,8.0,4222.27,False
4205,9.0,3444.17,382.69,32.0,2025-01-24,2026-05-21,1246,41.0,0.2167,60.25,41.0,9.0,3444.17,True
4206,0.0,0.0,0.0,0.0,,,68,,0.0,,,0.0,0.0,False
4207,2.0,590.09,295.04,5.0,2026-04-07,2026-05-05,123,57.0,0.4878,28.0,57.0,2.0,590.09,True
4208,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
4209,5.0,400.52,80.1,12.0,2025-05-30,2026-05-23,426,39.0,0.3521,89.5,39.0,5.0,400.52,True
4210,0.0,0.0,0.0,0.0,,,32,,0.0,,,0.0,0.0,False
4211,8.0,3939.69,492.46,25.0,2025-03-15,2026-05-15,745,47.0,0.3221,60.86,47.0,8.0,3939.69,True
4212,6.0,3129.64,521.61,13.0,2026-01-07,2026-06-20,186,11.0,0.9677,32.8,11.0,6.0,3129.64,True
4213,7.0,1420.03,202.86,22.0,2025-12-07,2026-06-15,221,16.0,0.9502,31.67,16.0,7.0,1420.03,True
4214,9.0,9836.4,1092.93,48.0,2025-05-20,2026-03-11,642,112.0,0.4206,36.88,112.0,9.0,9836.4,False
4215,16.0,4578.93,286.18,39.0,2025-02-21,2026-05-23,615,39.0,0.7805,30.4,39.0,16.0,4578.93,True
4216,6.0,1796.32,299.39,9.0,2025-10-08,2026-04-17,284,75.0,0.6338,38.2,75.0,6.0,1796.32,True
4217,1.0,324.31,324.31,5.0,2026-05-25,2026-05-25,104,37.0,0.2885,,37.0,1.0,324.31,True
4218,5.0,1843.06,368.61,18.0,2025-12-27,2026-07-01,246,0.0,0.6098,46.5,0.0,5.0,1843.06,True
4219,0.0,0.0,0.0,0.0,,,46,,0.0,,,0.0,0.0,False
4220,2.0,2183.35,1091.68,6.0,2026-05-13,2026-06-01,56,30.0,1.0714,19.0,30.0,2.0,2183.35,True
4221,7.0,3936.08,562.3,24.0,2025-08-03,2026-06-09,1137,22.0,0.1847,51.67,22.0,7.0,3936.08,True
4222,10.0,8119.69,811.97,35.0,2025-04-22,2026-05-29,1110,33.0,0.2703,44.67,33.0,10.0,8119.69,True
4223,7.0,2822.19,403.17,32.0,2025-05-06,2026-03-19,431,104.0,0.4872,52.83,104.0,7.0,2822.19,False
4224,13.0,7640.33,587.72,48.0,2025-01-04,2026-06-26,1115,5.0,0.3498,44.83,5.0,13.0,7640.33,True
4225,3.0,999.75,333.25,6.0,2026-02-20,2026-04-09,357,83.0,0.2521,24.0,83.0,3.0,999.75,True
4226,6.0,2406.0,401.0,20.0,2025-04-01,2026-04-08,952,84.0,0.1891,74.4,84.0,6.0,2406.0,True
4227,1.0,210.84,210.84,2.0,2025-11-04,2025-11-04,303,239.0,0.099,,239.0,1.0,210.84,False
4228,7.0,4846.58,692.37,23.0,2025-04-06,2026-06-20,1029,11.0,0.2041,73.33,11.0,7.0,4846.58,True
4229,8.0,3398.5,424.81,34.0,2025-09-16,2026-07-01,977,0.0,0.2456,41.14,0.0,8.0,3398.5,True
4230,3.0,349.9,116.63,5.0,2026-01-18,2026-06-12,194,19.0,0.4639,72.5,19.0,3.0,349.9,True
4231,8.0,2932.64,366.58,23.0,2025-06-15,2026-02-18,405,133.0,0.5926,35.43,133.0,8.0,2932.64,False
4232,6.0,1154.65,192.44,13.0,2025-06-08,2026-06-29,432,2.0,0.4167,77.2,2.0,6.0,1154.65,True
4233,3.0,874.11,291.37,8.0,2025-12-22,2026-06-02,207,29.0,0.4348,81.0,29.0,3.0,874.11,True
4234,4.0,1085.39,271.35,10.0,2025-03-31,2026-02-23,639,128.0,0.1878,109.67,128.0,4.0,1085.39,False
4235,7.0,1862.75,266.11,22.0,2025-03-21,2026-04-04,997,88.0,0.2106,63.17,88.0,7.0,1862.75,True
4236,5.0,1799.65,359.93,19.0,2025-07-05,2026-06-15,422,16.0,0.3555,86.25,16.0,5.0,1799.65,True
4237,13.0,2209.25,169.94,30.0,2025-04-21,2026-05-21,469,41.0,0.8316,32.92,41.0,13.0,2209.25,True
4238,1.0,378.74,378.74,7.0,2026-04-09,2026-04-09,117,83.0,0.2564,,83.0,1.0,378.74,True
4239,0.0,0.0,0.0,0.0,,,32,,0.0,,,0.0,0.0,False
4240,5.0,1577.44,315.49,13.0,2025-10-06,2026-05-07,905,55.0,0.1657,53.25,55.0,5.0,1577.44,True
4241,12.0,3725.63,310.47,36.0,2025-01-20,2026-06-29,888,2.0,0.4054,47.73,2.0,12.0,3725.63,True
4242,4.0,727.92,181.98,15.0,2026-02-16,2026-06-19,140,12.0,0.8571,41.0,12.0,4.0,727.92,True
4243,6.0,1603.98,267.33,24.0,2025-05-04,2026-06-03,426,28.0,0.4225,79.0,28.0,6.0,1603.98,True
4244,6.0,5887.65,981.28,23.0,2025-01-14,2026-06-14,544,17.0,0.3309,103.2,17.0,6.0,5887.65,True
4245,11.0,7053.87,641.26,36.0,2025-01-13,2026-03-13,1101,110.0,0.2997,42.4,110.0,11.0,7053.87,False
4246,10.0,5169.39,516.94,31.0,2025-02-28,2026-05-03,626,59.0,0.4792,47.67,59.0,10.0,5169.39,True
4247,1.0,160.44,160.44,2.0,2025-12-07,2025-12-07,342,206.0,0.0877,,206.0,1.0,160.44,False
4248,3.0,3288.73,1096.24,13.0,2026-04-28,2026-06-13,105,18.0,0.8571,23.0,18.0,3.0,3288.73,True
4249,7.0,2986.38,426.63,18.0,2025-01-02,2026-02-10,1245,141.0,0.1687,67.33,141.0,7.0,2986.38,False
4250,11.0,4610.9,419.17,26.0,2025-01-13,2026-05-05,1225,57.0,0.2694,47.7,57.0,11.0,4610.9,True
4251,8.0,2547.51,318.44,19.0,2025-04-29,2026-06-17,761,14.0,0.3154,59.14,14.0,8.0,2547.51,True
4252,2.0,1379.97,689.98,4.0,2026-04-14,2026-05-10,277,52.0,0.2166,26.0,52.0,2.0,1379.97,True
4253,10.0,4907.58,490.76,19.0,2025-03-11,2026-06-11,963,20.0,0.3115,50.78,20.0,10.0,4907.58,True
4254,3.0,1989.12,663.04,8.0,2026-04-09,2026-07-01,258,0.0,0.3488,41.5,0.0,3.0,1989.12,True
4255,0.0,0.0,0.0,0.0,,,37,,0.0,,,0.0,0.0,False
4256,12.0,7682.0,640.17,46.0,2025-03-10,2026-06-02,1229,29.0,0.2929,40.82,29.0,12.0,7682.0,True
4257,6.0,1543.9,257.32,22.0,2025-02-27,2026-05-25,494,37.0,0.3644,90.4,37.0,6.0,1543.9,True
4258,9.0,2730.51,303.39,21.0,2025-02-20,2026-06-15,1183,16.0,0.2282,60.0,16.0,9.0,2730.51,True
4259,9.0,7492.81,832.53,34.0,2025-05-28,2026-05-23,401,39.0,0.6733,45.0,39.0,9.0,7492.81,True
4260,11.0,5981.94,543.81,33.0,2025-01-08,2026-02-14,1194,137.0,0.2764,40.2,137.0,11.0,5981.94,False
4261,1.0,35.8,35.8,1.0,2026-01-15,2026-01-15,210,167.0,0.1429,,167.0,1.0,35.8,False
4262,6.0,1654.4,275.73,16.0,2025-11-28,2026-05-11,221,51.0,0.8145,32.8,51.0,6.0,1654.4,True
4263,10.0,2718.27,271.83,32.0,2025-01-12,2025-12-29,846,184.0,0.3546,39.0,184.0,10.0,2718.27,False
4264,10.0,7000.18,700.02,28.0,2025-02-18,2026-05-30,1053,32.0,0.2849,51.78,32.0,10.0,7000.18,True
4265,12.0,4815.55,401.3,35.0,2025-04-19,2026-06-21,865,10.0,0.4162,38.91,10.0,12.0,4815.55,True
4266,12.0,4812.44,401.04,30.0,2025-03-28,2026-03-08,751,115.0,0.4794,31.36,115.0,12.0,4812.44,False
4267,9.0,1928.16,214.24,35.0,2025-01-10,2026-03-02,971,121.0,0.2781,52.0,121.0,9.0,1928.16,False
4268,0.0,0.0,0.0,0.0,,,117,,0.0,,,0.0,0.0,False
4269,6.0,2948.61,491.44,13.0,2025-12-23,2026-06-24,191,7.0,0.9424,36.6,7.0,6.0,2948.61,True
4270,1.0,115.8,115.8,2.0,2026-05-26,2026-05-26,51,36.0,0.5882,,36.0,1.0,115.8,True
4271,5.0,4261.5,852.3,20.0,2025-03-29,2025-10-21,855,253.0,0.1754,51.5,253.0,5.0,4261.5,False
4272,0.0,0.0,0.0,0.0,,,169,,0.0,,,0.0,0.0,False
4273,6.0,1415.03,235.84,22.0,2025-01-13,2026-03-27,586,96.0,0.3072,87.6,96.0,6.0,1415.03,False
4274,9.0,8430.57,936.73,31.0,2025-02-03,2025-11-16,692,227.0,0.3902,35.75,227.0,9.0,8430.57,False
4275,7.0,3983.29,569.04,14.0,2025-03-20,2026-02-14,508,137.0,0.4134,55.17,137.0,7.0,3983.29,False
4276,11.0,4221.99,383.82,38.0,2025-01-08,2026-06-10,619,21.0,0.5331,51.8,21.0,11.0,4221.99,True
4277,5.0,2873.01,574.6,18.0,2025-02-26,2026-06-08,578,23.0,0.2595,116.75,23.0,5.0,2873.01,True
4278,7.0,1599.98,228.57,20.0,2025-07-01,2026-04-22,479,70.0,0.4384,49.17,70.0,7.0,1599.98,True
4279,12.0,6916.3,576.36,57.0,2025-01-19,2026-06-24,906,7.0,0.3974,47.36,7.0,12.0,6916.3,True
4280,7.0,6129.13,875.59,39.0,2025-11-12,2026-05-17,247,45.0,0.8502,31.0,45.0,7.0,6129.13,True
4281,8.0,5036.01,629.5,34.0,2025-01-10,2025-12-13,618,200.0,0.3883,48.14,200.0,8.0,5036.01,False
4282,9.0,9717.33,1079.7,37.0,2025-01-30,2026-01-05,1254,177.0,0.2153,42.5,177.0,9.0,9717.33,False
4283,10.0,7153.29,715.33,32.0,2025-01-22,2026-05-29,709,33.0,0.4231,54.67,33.0,10.0,7153.29,True
4284,13.0,5179.66,398.44,33.0,2025-01-21,2026-01-27,564,155.0,0.6915,30.92,155.0,13.0,5179.66,False
4285,5.0,1078.18,215.64,11.0,2026-01-19,2026-06-07,221,24.0,0.6787,34.75,24.0,5.0,1078.18,True
4286,11.0,7749.63,704.51,42.0,2025-01-20,2026-06-09,640,22.0,0.5156,50.5,22.0,11.0,7749.63,True
4287,12.0,4229.48,352.46,30.0,2025-01-01,2026-06-27,703,4.0,0.5121,49.27,4.0,12.0,4229.48,True
4288,9.0,7151.98,794.66,32.0,2025-01-07,2026-05-20,803,42.0,0.3362,62.25,42.0,9.0,7151.98,True
4289,7.0,7323.42,1046.2,24.0,2025-06-15,2026-03-27,1019,96.0,0.2061,47.5,96.0,7.0,7323.42,False
4290,1.0,894.91,894.91,5.0,2026-05-22,2026-05-22,152,40.0,0.1974,,40.0,1.0,894.91,True
4291,0.0,0.0,0.0,0.0,,,32,,0.0,,,0.0,0.0,False
4292,6.0,1163.41,193.9,11.0,2025-06-27,2026-06-06,1240,25.0,0.1452,68.8,25.0,6.0,1163.41,True
4293,11.0,4081.91,371.08,31.0,2025-07-05,2026-06-11,598,20.0,0.5518,34.1,20.0,11.0,4081.91,True
4294,9.0,4194.16,466.02,39.0,2025-02-05,2026-06-26,1006,5.0,0.2684,63.25,5.0,9.0,4194.16,True
4295,11.0,9889.93,899.08,40.0,2025-01-27,2026-06-30,1056,1.0,0.3125,51.9,1.0,11.0,9889.93,True
4296,5.0,2569.28,513.86,13.0,2025-11-25,2026-04-18,271,74.0,0.5535,36.0,74.0,5.0,2569.28,True
4297,3.0,551.07,183.69,9.0,2026-04-01,2026-06-16,197,15.0,0.4569,38.0,15.0,3.0,551.07,True
4298,8.0,8358.05,1044.76,34.0,2025-03-23,2025-12-21,1167,192.0,0.2057,39.0,192.0,8.0,8358.05,False
4299,1.0,10.81,10.81,1.0,2025-11-04,2025-11-04,262,239.0,0.1145,,239.0,1.0,10.81,False
4300,8.0,4346.91,543.36,25.0,2025-05-11,2026-04-25,991,67.0,0.2422,49.86,67.0,8.0,4346.91,True
4301,7.0,3935.19,562.17,21.0,2025-02-25,2026-02-08,791,143.0,0.2655,58.0,143.0,7.0,3935.19,False
4302,10.0,3244.89,324.49,39.0,2025-05-09,2026-06-22,715,9.0,0.4196,45.44,9.0,10.0,3244.89,True
4303,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
4304,8.0,2332.17,291.52,26.0,2025-04-14,2026-01-06,685,176.0,0.3504,38.14,176.0,8.0,2332.17,False
4305,7.0,3736.85,533.84,14.0,2025-09-23,2026-02-02,311,149.0,0.6752,22.0,149.0,7.0,3736.85,False
4306,8.0,3028.85,378.61,22.0,2025-03-08,2026-05-16,1257,46.0,0.1909,62.0,46.0,8.0,3028.85,True
4307,6.0,1308.47,218.08,12.0,2025-07-15,2026-04-26,383,66.0,0.47,57.0,66.0,6.0,1308.47,True
4308,16.0,7955.34,497.21,49.0,2025-01-04,2026-06-05,661,26.0,0.7262,34.47,26.0,16.0,7955.34,True
4309,5.0,3172.4,634.48,21.0,2025-10-05,2026-03-07,289,116.0,0.519,38.25,116.0,5.0,3172.4,False
4310,13.0,7278.27,559.87,52.0,2025-02-12,2026-05-28,682,34.0,0.5718,39.17,34.0,13.0,7278.27,True
4311,10.0,7771.91,777.19,32.0,2025-01-05,2026-05-09,945,53.0,0.3175,54.33,53.0,10.0,7771.91,True
4312,13.0,4698.47,361.42,43.0,2025-01-03,2026-02-04,745,147.0,0.5235,33.08,147.0,13.0,4698.47,False
4313,1.0,457.66,457.66,4.0,2026-06-22,2026-06-22,68,9.0,0.4412,,9.0,1.0,457.66,True
4314,2.0,289.74,144.87,7.0,2026-02-21,2026-03-13,136,110.0,0.4412,20.0,110.0,2.0,289.74,False
4315,5.0,3484.95,696.99,19.0,2025-03-04,2026-01-07,640,175.0,0.2344,77.25,175.0,5.0,3484.95,False
4316,9.0,3106.19,345.13,22.0,2025-03-02,2026-05-20,1163,42.0,0.2322,55.5,42.0,9.0,3106.19,True
4317,11.0,9905.73,900.52,35.0,2025-01-22,2026-03-02,768,121.0,0.4297,40.4,121.0,11.0,9905.73,False
4318,12.0,6167.3,513.94,27.0,2025-04-03,2026-04-27,1216,65.0,0.2961,35.36,65.0,12.0,6167.3,True
4319,3.0,441.18,147.06,9.0,2026-06-01,2026-06-26,100,5.0,0.9,12.5,5.0,3.0,441.18,True
4320,4.0,3137.54,784.38,20.0,2025-09-19,2026-06-13,374,18.0,0.3209,89.0,18.0,4.0,3137.54,True
4321,5.0,844.36,168.87,13.0,2025-04-10,2026-04-26,461,66.0,0.3254,95.25,66.0,5.0,844.36,True
4322,10.0,5433.71,543.37,26.0,2025-10-26,2026-06-12,348,19.0,0.8621,25.44,19.0,10.0,5433.71,True
4323,2.0,2020.36,1010.18,6.0,2026-01-21,2026-02-14,166,137.0,0.3614,24.0,137.0,2.0,2020.36,False
4324,6.0,1580.11,263.35,19.0,2025-12-28,2026-06-16,225,15.0,0.8,34.0,15.0,6.0,1580.11,True
4325,10.0,7053.54,705.35,43.0,2025-01-20,2026-04-23,794,69.0,0.3778,50.89,69.0,10.0,7053.54,True
4326,6.0,2733.44,455.57,21.0,2025-01-10,2026-02-28,1188,123.0,0.1515,82.8,123.0,6.0,2733.44,False
4327,7.0,2791.94,398.85,26.0,2025-01-18,2026-05-23,664,39.0,0.3163,81.67,39.0,7.0,2791.94,True
4328,12.0,8427.97,702.33,44.0,2025-01-31,2026-06-28,947,3.0,0.3801,46.64,3.0,12.0,8427.97,True
4329,12.0,9450.61,787.55,44.0,2025-02-16,2026-05-21,1011,41.0,0.3561,41.73,41.0,12.0,9450.61,True
4330,9.0,7293.69,810.41,42.0,2025-01-23,2026-04-10,627,82.0,0.4306,55.25,82.0,9.0,7293.69,True
4331,2.0,821.23,410.62,4.0,2026-05-01,2026-05-18,88,44.0,0.6818,17.0,44.0,2.0,821.23,True
4332,10.0,3613.0,361.3,28.0,2025-05-18,2026-03-14,552,109.0,0.5435,33.33,109.0,10.0,3613.0,False
4333,0.0,0.0,0.0,0.0,,,37,,0.0,,,0.0,0.0,False
4334,2.0,744.31,372.16,3.0,2026-05-17,2026-06-30,133,1.0,0.4511,44.0,1.0,2.0,744.31,True
4335,7.0,6444.73,920.68,27.0,2025-01-11,2026-06-13,880,18.0,0.2386,86.33,18.0,7.0,6444.73,True
4336,9.0,5272.14,585.79,32.0,2025-01-09,2026-03-08,1203,115.0,0.2244,52.88,115.0,9.0,5272.14,False
4337,7.0,1491.19,213.03,26.0,2025-01-23,2026-06-10,1253,21.0,0.1676,83.83,21.0,7.0,1491.19,True
4338,12.0,4401.03,366.75,31.0,2025-03-23,2026-05-15,1044,47.0,0.3448,38.0,47.0,12.0,4401.03,True
4339,8.0,2090.74,261.34,26.0,2025-04-21,2026-06-01,461,30.0,0.5206,58.0,30.0,8.0,2090.74,True
4340,8.0,2694.76,336.84,17.0,2025-08-19,2026-05-12,1197,50.0,0.2005,38.0,50.0,8.0,2694.76,True
4341,16.0,12959.86,809.99,59.0,2025-01-09,2026-06-19,551,12.0,0.8711,35.07,12.0,16.0,12959.86,True
4342,0.0,0.0,0.0,0.0,,,101,,0.0,,,0.0,0.0,False
4343,5.0,722.63,144.53,9.0,2025-01-27,2026-04-11,785,81.0,0.1911,109.75,81.0,5.0,722.63,True
4344,2.0,680.82,340.41,2.0,2026-03-18,2026-04-27,123,65.0,0.4878,40.0,65.0,2.0,680.82,True
4345,5.0,3728.58,745.72,23.0,2025-08-08,2026-03-18,363,105.0,0.4132,55.5,105.0,5.0,3728.58,False
4346,6.0,4296.1,716.02,25.0,2025-11-04,2026-05-10,292,52.0,0.6164,37.4,52.0,6.0,4296.1,True
4347,3.0,491.87,163.96,10.0,2026-02-08,2026-05-10,165,52.0,0.5455,45.5,52.0,3.0,491.87,True
4348,0.0,0.0,0.0,0.0,,,30,,0.0,,,0.0,0.0,False
4349,2.0,634.64,317.32,4.0,2026-05-04,2026-05-11,78,51.0,0.7692,7.0,51.0,2.0,634.64,True
4350,5.0,3045.23,609.05,24.0,2026-01-23,2026-04-07,258,85.0,0.5814,18.5,85.0,5.0,3045.23,True
4351,10.0,7523.63,752.36,40.0,2025-04-04,2026-03-05,481,118.0,0.6237,37.22,118.0,10.0,7523.63,False
4352,2.0,115.71,57.86,3.0,2026-05-21,2026-06-01,158,30.0,0.3797,11.0,30.0,2.0,115.71,True
4353,7.0,3790.9,541.56,32.0,2025-01-25,2026-04-13,1229,79.0,0.1709,73.83,79.0,7.0,3790.9,True
4354,8.0,6696.12,837.02,36.0,2025-01-02,2026-01-31,728,151.0,0.3297,56.29,151.0,8.0,6696.12,False
4355,1.0,15.52,15.52,2.0,2026-05-14,2026-05-14,78,48.0,0.3846,,48.0,1.0,15.52,True
4356,2.0,157.69,78.84,3.0,2026-03-26,2026-06-11,110,20.0,0.5455,77.0,20.0,2.0,157.69,True
4357,16.0,6321.88,395.12,59.0,2025-02-01,2026-04-01,575,91.0,0.8348,28.27,91.0,16.0,6321.88,False
4358,3.0,1264.22,421.41,9.0,2026-04-24,2026-05-18,114,44.0,0.7895,12.0,44.0,3.0,1264.22,True
4359,6.0,1408.92,234.82,18.0,2025-05-24,2025-11-25,430,218.0,0.4186,37.0,218.0,6.0,1408.92,False
4360,3.0,1727.07,575.69,9.0,2025-05-04,2025-10-22,1207,252.0,0.0746,85.5,252.0,3.0,1727.07,False
4361,8.0,3552.65,444.08,18.0,2025-03-20,2026-06-23,1059,8.0,0.2266,65.71,8.0,8.0,3552.65,True
4362,6.0,2987.11,497.85,23.0,2025-01-01,2026-04-03,695,89.0,0.259,91.4,89.0,6.0,2987.11,True
4363,9.0,7657.08,850.79,41.0,2025-07-27,2026-06-18,395,13.0,0.6835,40.75,13.0,9.0,7657.08,True
4364,11.0,5785.05,525.91,41.0,2025-03-30,2026-05-09,1148,53.0,0.2875,40.5,53.0,11.0,5785.05,True
4365,8.0,1290.58,161.32,19.0,2025-05-17,2026-06-06,819,25.0,0.293,55.0,25.0,8.0,1290.58,True
4366,3.0,1615.99,538.66,18.0,2026-06-15,2026-06-17,30,14.0,3.0,1.0,14.0,3.0,1615.99,True
4367,9.0,5209.5,578.83,20.0,2025-01-19,2026-05-13,654,49.0,0.4128,59.88,49.0,9.0,5209.5,True
4368,10.0,2437.57,243.76,29.0,2025-07-09,2026-05-23,424,39.0,0.7075,35.33,39.0,10.0,2437.57,True
4369,1.0,151.27,151.27,3.0,2026-04-14,2026-04-14,107,78.0,0.2804,,78.0,1.0,151.27,True
4370,2.0,223.95,111.98,6.0,2026-03-05,2026-06-07,157,24.0,0.3822,94.0,24.0,2.0,223.95,True
4371,1.0,211.62,211.62,2.0,2026-05-01,2026-05-01,76,61.0,0.3947,,61.0,1.0,211.62,True
4372,1.0,1525.19,1525.19,2.0,2026-06-19,2026-06-19,30,12.0,1.0,,12.0,1.0,1525.19,True
4373,9.0,7185.44,798.38,36.0,2025-04-17,2026-06-21,1205,10.0,0.2241,53.75,10.0,9.0,7185.44,True
4374,2.0,1044.52,522.26,4.0,2026-05-03,2026-06-25,127,6.0,0.4724,53.0,6.0,2.0,1044.52,True
4375,2.0,908.52,454.26,6.0,2026-06-10,2026-06-13,77,18.0,0.7792,3.0,18.0,2.0,908.52,True
4376,3.0,1004.48,334.83,7.0,2026-02-16,2026-05-24,198,38.0,0.4545,48.5,38.0,3.0,1004.48,True
4377,7.0,2524.25,360.61,15.0,2025-02-03,2026-06-09,932,22.0,0.2253,81.83,22.0,7.0,2524.25,True
4378,7.0,3682.89,526.13,28.0,2025-02-13,2026-04-25,681,67.0,0.3084,72.67,67.0,7.0,3682.89,True
4379,6.0,1677.61,279.6,13.0,2025-05-29,2026-05-12,404,50.0,0.4455,69.6,50.0,6.0,1677.61,True
4380,13.0,4750.44,365.42,48.0,2025-04-12,2026-03-11,710,112.0,0.5493,27.75,112.0,13.0,4750.44,False
4381,5.0,2759.63,551.93,12.0,2025-01-22,2026-03-26,910,97.0,0.1648,107.0,97.0,5.0,2759.63,False
4382,1.0,293.82,293.82,5.0,2026-03-20,2026-03-20,325,103.0,0.0923,,103.0,1.0,293.82,False
4383,8.0,3904.27,488.03,32.0,2025-08-13,2026-05-13,328,49.0,0.7317,39.0,49.0,8.0,3904.27,True
4384,13.0,9583.47,737.19,54.0,2025-01-10,2026-05-07,1043,55.0,0.3739,40.17,55.0,13.0,9583.47,True
4385,4.0,1004.57,251.14,12.0,2026-01-29,2026-05-30,168,32.0,0.7143,40.33,32.0,4.0,1004.57,True
4386,11.0,5923.65,538.51,34.0,2025-01-30,2026-04-29,1197,63.0,0.2757,45.4,63.0,11.0,5923.65,True
4387,12.0,4901.87,408.49,28.0,2025-02-14,2026-06-23,706,8.0,0.5099,44.91,8.0,12.0,4901.87,True
4388,8.0,2394.19,299.27,18.0,2025-03-02,2026-06-16,685,15.0,0.3504,67.29,15.0,8.0,2394.19,True
4389,8.0,5184.92,648.12,24.0,2025-03-29,2026-03-10,1038,113.0,0.2312,49.43,113.0,8.0,5184.92,False
4390,5.0,1515.47,303.09,10.0,2025-02-09,2026-03-07,1241,116.0,0.1209,97.75,116.0,5.0,1515.47,False
4391,11.0,5239.95,476.36,32.0,2025-02-20,2026-06-17,1080,14.0,0.3056,48.2,14.0,11.0,5239.95,True
4392,1.0,90.98,90.98,2.0,2026-05-08,2026-05-08,173,54.0,0.1734,,54.0,1.0,90.98,True
4393,9.0,5023.55,558.17,28.0,2025-04-23,2026-02-04,465,147.0,0.5806,35.88,147.0,9.0,5023.55,False
4394,5.0,3222.67,644.53,24.0,2025-11-07,2026-05-26,321,36.0,0.4673,50.0,36.0,5.0,3222.67,True
4395,8.0,3041.27,380.16,26.0,2025-04-06,2026-05-16,476,46.0,0.5042,57.86,46.0,8.0,3041.27,True
4396,7.0,2185.02,312.15,17.0,2025-04-03,2026-02-07,878,144.0,0.2392,51.67,144.0,7.0,2185.02,False
4397,10.0,2227.29,222.73,20.0,2025-03-31,2026-05-20,858,42.0,0.3497,46.11,42.0,10.0,2227.29,True
4398,12.0,4672.76,389.4,40.0,2025-01-28,2026-06-23,559,8.0,0.644,46.45,8.0,12.0,4672.76,True
4399,7.0,6065.47,866.5,30.0,2025-05-07,2026-05-24,663,38.0,0.3167,63.67,38.0,7.0,6065.47,True
4400,2.0,1114.93,557.46,7.0,2026-06-23,2026-06-24,30,7.0,2.0,1.0,7.0,2.0,1114.93,True
4401,12.0,14222.25,1185.19,54.0,2025-01-24,2026-06-29,731,2.0,0.4925,47.36,2.0,12.0,14222.25,True
4402,16.0,9709.39,606.84,59.0,2025-02-12,2026-04-24,530,68.0,0.9057,29.07,68.0,16.0,9709.39,True
4403,3.0,644.76,214.92,7.0,2025-10-07,2026-04-23,286,69.0,0.3147,99.0,69.0,3.0,644.76,True
4404,4.0,1552.11,388.03,16.0,2025-11-22,2026-03-21,282,102.0,0.4255,39.67,102.0,4.0,1552.11,False
4405,11.0,3922.59,356.6,30.0,2025-01-27,2026-04-02,927,90.0,0.356,43.0,90.0,11.0,3922.59,True
4406,1.0,517.81,517.81,5.0,2026-04-17,2026-04-17,199,75.0,0.1508,,75.0,1.0,517.81,True
